61,Angela Dimitriou,0.0,Not available
62,Jyve V,0.242783189,Not available
63,Mazz,0.358681693,Not available
64,Rocio Jurado,0.31579568,Not available
65,Flor Silvestre,0.313569343,Not available
66,Chango Spasiuk,0.410841587,Argentina
67,Leonardo Favio,0.39840752,Not available
68,Bill Engvall,0.451570771,"Galveston, TX"
69,Los Cisnes,0.401098465,"Teoc, MS"
70,Ray Boltz & Steve Millikan,0.386292984,"MUNCIE, Indiana"
71,Percy Faith & His Orchestra,0.36134021,Not available
72,Rolfe Kent,0.376664106,Not available
73,Silverstein,0.605507136,"Burlington, Ontario, Canada"
74,Orquesta Romantica de La Habana,0.513065655,"Amityville, NY"
75,Naughty By Nature,0.458595403,"East Orange, NJ"
76,Bob Crosby,0.389553388,Not available
77,Jimmy Wakely,0.291539727,"Mineola, AR"
78,Shelly Manne,0.347134883,"New York, NY"
79,The Stooges,0.497050959,"Ann Arbor, MI"
80,John Wayne,0.312432868,Not available
81,Aleks Syntek,0.399431544,"Merida, Mexico"
82,Smut Peddlers,0.361034556,Not available
83,Natural Elements,0.369535728,Not available
84,DJ Nasty,0.30285542,Not available
85,Alceu ValenASSa,0.366713432,Not available
86,Nana Caymmi,0.348350022,Not available
87,Ann Lee,0.345734866,United States
88,Alejandro Lerner,0.361587942,Not available
89,Andre Popp,0.336219533,Not available
90,Eddy Raven,0.344721111,"Lafayette, LA"
91,VinAcius de Moraes,0.348462172,Not available
92,Billy Walker,0.297180944,"Ralls, TX"
93,Carl Belew,0.257496328,"Salina, OK"
94,Dan Hicks,0.383357051,Little Rock AK
95,Varios Artistas de Rumba,0.339611732,Not available
96,Alain Morisod,0.294161882,Not available
97,Billie Jo Spears,0.384611084,"Beaumont, TX"
98,Los Iracundos,0.377472507,Not available
99,Palito Ortega,0.360163491,Not available
100,Tulipunaruusut,0.207285953,Not available
101,Frederik,0.348215008,Not available
102,Erkki Junkkarinen,0.331642439,Not available
103,Markus,0.343884049,Kentucky
104,Fredi,0.343497542,Not available
105,Hector,0.368550448,CANADA - Ontario
106,The Avengers,0.42251494,California - SF
107,Solistiyhtye Suomi,0.31781096,Not available
108,Rauni Pekkala,0.0,Not available
109,Teijo Joutsela and Humppa-Veikot,0.0,Not available
110,Orquesta Sublime,0.30474366,Cuba
111,David Arkenstone,0.430942043,Tennessee
112,Dilated Peoples Featuring Capleton,0.457841156,"Los Angeles, California"
113,Fixx_ The,0.0,Not available
114,The Allies,0.349161155,Washington
115,Bill Cosby,0.383845367,"Philadelphia, PA"
116,Roy Buchanan,0.395273632,"Ozark, AR"
117,Semisonic,0.47070039,"Minneapolis, MN"
118,The New York Dolls,0.479308459,"New York, NY"
119,Aerosmith,0.610731463,"Boston, MA"
120,Tha Alkaholiks,0.426046392,"Los Angeles, CA"
121,Papoose,0.440407444,"Bedford-Stuyvesant, NY"
122,Lily Allen Featuring Ours,0.535408379,"London, England"
123,Mar Azul,0.0,Mexico
124,22-20s,0.4642775,Not available
125,Los Traileros Del Norte,0.301094091,Not available
126,The Refreshments,0.352410127,Not available
127,Sean Callery,0.35469336,Not available
128,Quinteto Violado,0.320520135,Not available
129,Red Foley,0.342626791,"Blue Lick, KY"
130,Mary Black,0.376556981,Ireland
131,Cristy Lane,0.33792075,"Peoria, IL"
132,2Fresh,0.257075915,Not available
133,Orthrelm,0.296553691,Not available
134,Stevie Ray Vaughan And Double Trouble,0.544257506,"Dallas, TX"
135,Zbigniew Preisner,0.497544085,Not available
136,3 Doors Down,0.64298222,"Escatawpa, MS"
137,3 of Hearts,0.238795251,Not available
138,Eurythmics,0.523699078,"London, England"
139,Vangelis,0.473700501,"Volos, Greece"
140,Corderoy & U4IC DJ'S,0.37130459,Not available
141,3 Way Funk,0.269212951,California - SF
142,Nik & Jay,0.342703966,Not available
143,Roy Drusky,0.3065186,"Atlanta, GA"
144,Humble Pie,0.40249588,"Essex, England"
145,Gary Hobbs,0.389765518,Not available
146,Los BarA3n De Apodaca,0.264164499,Not available
147,Dyango,0.345045823,Massachusetts
148,Faron Young,0.418989675,"Shreveport, LA"
149,30 Seconds To Mars,0.677087547,"Los Angeles, CA"
150,2raumwohnung,0.397569595,"Berlin, Germany"
151,Marcel Mouloudji,0.270099983,Not available
152,20/20,0.314882184,Not available
153,Leon Lai,0.230130794,Not available
154,Gwen Stefani,0.532803542,Not available
155,Madonna,0.665576619,"Bay City, MI"
156,Gabinete Caligari,0.326430853,Not available
157,Andreas Dorau,0.382426584,Not available
158,Delroy Wilson,0.385787615,"Kingston, Jamaica"
159,Orlando Pops Orchestra,0.311615545,Not available
160,London Theatre Orchestra,0.314494837,Not available
161,Gus Viseur,0.277789967,Not available
162,Lil Wayne,0.843430844,New Orleans
163,Nicole C. Mullen,0.439024561,Not available
164,The Golden Age Orchestra_ Paul SummerA ,0.244532205,Not available
165,Atari Teenage Riot,0.443875676,"Berlin, Germany"
166,THE CHIFFONS,0.398349517,"New York, NY [The Bronx]"
167,Los Salvajes,0.297435416,Not available
168,Vienna Concert House Orchestra_ Wiener SA$?ngerknaben_ Ferdinand Grossmann,0.0,Not available
169,Los Nakos,0.241545818,Not available
170,Peter Gallagher,0.348371647,"Cork, Ireland"
171,OV7,0.431448035,Not available
172,Brixx,0.0,Not available
173,Claudio,0.0,Not available
174,Bon Jovi,0.718891456,"Sayreville, NJ"
175,Tad,0.398908898,"Seattle, WA"
176,Michael Card,0.34424658,Not available
177,Kanye West,1.082502557,"Atlanta, GA"
178,Wang Chung,0.441366585,Not available
179,Black Sheep,0.474795797,"New York, NY [The Bronx]"
180,Slipknot,0.598555412,"Des Moines, Iowa"
181,The Tragically Hip,0.493629438,"Kingston, Ontario, Canada"
182,Atman,0.374560253,Not available
183,Bob Neuwirth,0.301502462,New York
184,9th Wonder,0.432695229,North Carolina
185,Moraes Moreira,0.334252474,Not available
186,Headhunter,0.448452837,Not available
187,R.L. Burnside,0.466628889,"Oxford, MS"
188,Penguin CafA(c) Orchestra,0.406508249,Not available
189,Gang Of Four,0.45478538,"Leeds, England"
190,Jane's Addiction,0.535163042,"Los Angeles, CA"
191,Mychael Danna & Jeff Danna,0.335770042,Not available
192,Joy Kitikonti,0.367744742,Not available
193,David Martin,0.310614282,California - SF
194,Shirley Caesar,0.370273519,"DURHAM, North Carolina"
195,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,0.30566262,Not available
196,Donny Hathaway,0.422472423,"Chicago, IL"
197,Stefon Harris,0.378398547,Not available
198,Roy Rogers,0.405080353,"Redding, CA"
199,Sticky Fingaz & Omar Epps,0.403784235,"Brookyln, NY"
200,Atreyu,0.592439486,"Orange County, CA"
201,Barbara Carr,0.297333407,"St. Louis, MO"
202,Soilent Green,0.442348449,"New Orleans, LA"
203,45 Grave,0.399186285,Not available
204,Winston McAnuff_ The Bazbaz Orchestra,0.27826354,Not available
205,Panic! At The Disco,0.604655128,"Las Vegas, NV"
206,Williamson,0.327875295,Not available
207,Snowgoons,0.461345852,"Karlsruhe, Germany"
208,4 Skins,0.0,Not available
209,Joe Grushecky,0.314112327,Not available
210,Greater Vision,0.358285252,United States
211,Cama,0.273453727,Not available
212,Goatwhore,0.429689629,"New Orleans, LA"
213,Fred Simon,0.372897267,Not available
214,Percy Faith,0.388112774,"Toronto, Ontario, Canada"
215,Primordial,0.4181931,"Dublin, Ireland"
216,The Cat's Miaow,0.351449541,Australia
217,Mr. Grillo,0.0,Not available
218,Patrick Saint-Eloi,0.391222181,Not available
219,Ray Sandoval,0.0,"Tucson, Arizona"
220,Limbonic Art,0.443334894,Norway  (Sandefjord)
221,Big Mama Thornton with Kansas Bill and his Orchestra,0.423070612,"Montgomery, AL"
222,Richie Ray & Bobby Cruz,0.360425107,Not available
223,Ms. Dynamite,0.383863704,London
224,Ms. Dynamite / Kymani Marley,0.383863704,London
225,DJ Icey,0.433126588,Florida
226,We Show Up On Radar,0.38512412,nottingham
227,Tree,0.317624546,Not available
228,Johnny Pacheco,0.341544413,"Santiago de los Caballeros, Domin"
229,Johnny Pacheco/Rolando La Serie,0.341544413,"Santiago de los Caballeros, Domin"
230,Ray Barretto,0.383211422,"Brooklyn, NY"
231,Tito Rodriguez,0.23869635,"San Juan, Puerto Rico"
232,The Suicide Machines,0.467538444,"Detroit, MI"
233,Lunasicc,0.315033314,Not available
234,Beatnuts,0.285523231,Not available
235,Beatnuts with Lil' Donny,0.285523231,Not available
236,Vana,0.3283663,Pretoria
237,Desert Dwellers,0.355008769,Not available
238,Joe Bonamassa,0.511054354,Not available
239,Minipop,0.372890581,Corte Madera CA
240,Anti-Flag,0.524378988,"Pittsburgh, PA"
241,Dub Wiser,0.396357754,"Vancouver, BC, Canada"
242,Disco D feat. Lola Damone & Helluva,0.375676929,"St. Louis, MO"
243,Marcus Miller,0.412110495,"Brooklyn, NY"
244,L.A. Guns,0.456940558,katy
245,Wolfchant,0.379574248,Not available
246,Lit,0.491835806,"Orange County, CA"
247,New Roanoke Jug Band,0.320789935,Virginia
248,Cindy Morgan,0.417410467,"Nashville, TN"
249,Wes King,0.348184321,Not available
250,Canis Dirus,0.32386075,Not available
251,Leon Russell,0.443708895,"Lawton, OK"
252,Bizzy Bone,0.476254162,"Columbus, OH"
253,Rance Allen Group,0.269288257,"Detroit, MI"
254,Charlie Patton,0.375593583,"Edwards, MS"
255,Nicolas Bacchus,0.089998724,Not available
256,Orenda,0.141902554,Not available
257,Gian Marco,0.367317842,Peru
258,Beto y sus Canarios,0.40941362,Guerrero
259,The Jackson Southernaires,0.31143764,Mississippi
260,Mick Hucknall,0.321215726,Not available
261,Ashes to Ashes,0.358845025,NORWAY
262,James Hunter,0.431526919,Austin
263,The Baltimore Consort,0.0,Not available
264,Isabel Pantoja,0.363506516,Not available
265,Maysa,0.409464909,Not available
266,Jeff And Sheri Easter,0.385470551,Not available
267,Babbie Mason,0.305917775,United States
268,Michelle Wright,0.37146541,"Morpeth, Ontario, Canada"
269,Hank Locklin,0.379436972,"McLellan, FL"
270,Sierra Maestra,0.392733676,Not available
271,Carlos Embales - Cutumba,0.0,Not available
272,Fania All Stars,0.366006985,Not available
273,Joe Lopez,0.272926797,Texas
274,Suzi Quatro,0.406642649,"Detroit, MI"
275,Blackalicious,0.518784102,"Davis, CA"
276,Hecklah & Coch,0.330212699,Not available
277,Massive TAPne,0.371878155,Not available
278,Dendemann,0.45043213,Not available
279,King Diamond,0.465542672,Not available
280,Abijah,0.304310733,Jamaica
281,Bumblefoot,0.448407442,New Jersey
282,Schoolyard Heroes,0.370725818,"Seattle, WA"
283,Five Fingers of Funk,0.0,Not available
284,Jaime Jamgochian,0.349776895,Tennessee
285,Angelica Maria,0.309901683,"New Orleans, LA"
286,The Perrys,0.380679874,Maryland
287,Muse,0.750426551,UK
288,Juan Farcik,0.264368,Not available
289,Glad,0.372232889,Not available
290,The Fray,0.661349364,"Denver, CO"
291,Danilo Perez / Claus Ogerman,0.277119514,Panama
292,State of Chaos,0.140390475,Not available
293,Dealership,0.307188709,Not available
294,Juan Carlos Baglietto,0.386630837,Not available
295,Pascal Lejeune,0.2650315,Not available
296,Adalberto Santiago,0.311679481,Not available
297,Adam Richman,0.385851304,Not available
298,Byther Smith,0.36228409,"Monticello, MS"
299,Los Chichos,0.420570307,Not available
300,Sui Generis,0.450546674,Not available
301,Julissa,0.328046266,Texas
302,Twista,0.593808365,"Chicago, IL"
303,KRS-One,0.520489571,Not available
304,Savage Garden,0.538070295,CA
305,Casa Bulga,0.0,Not available
306,Samba Mapangala and Orchestra Virunga,0.0,Kenya
307,Beaver Harris,0.105308834,"Pittsburgh, PA"
308,Ndala Kasheba,0.0,Tanzania
309,Betika_ Daouda,0.279743591,UK - England - South East
310,Mongo Santamaria,0.360053307,"Havana, Cuba [Jesus Maria]"
311,Darden Smith,0.362960597,"Brenham, TX"
312,Gary Moore,0.467110649,"Belfast, Northern Ireland"
313,Ann Hampton Callaway,0.379761784,Not available
314,Alexandre Desplat,0.560380805,Not available
315,Janet Jackson,0.568201422,Los Angeles &amp; New York
316,XLNC,0.277323648,Not available
317,Showbread,0.546745176,Not available
318,Keep Of Kalessin,0.471441876,Not available
319,Dine et DA(c)on,0.17819882,Not available
320,Kings Of Leon,0.837714709,"Nashville, Tennessee"
321,Gustavo Cerati,0.429780286,Not available
322,Helen Love,0.347006921,"Cardiff, Wales"
323,Flutlicht,0.334937284,Not available
324,ZO2,0.345241137,NY - New York City
325,The Clancy Brothers,0.408955833,Ireland
326,Graham Central Station,0.350657335,California
327,Tabu feat. Mitzib,0.444900149,Texas
328,Peggy Lee,0.47726039,"Jamestown, ND"
329,Paul Thorn,0.323452004,Not available
330,MetsatAPll,0.371109802,Estonia
331,Be Bop Deluxe,0.382843062,England
332,The Motors,0.33532213,Not available
333,Michelle & Vickie,0.261816098,Not available
334,Malkit Singh,0.324430892,Not available
335,Al Denson,0.280482187,Not available
336,Christos Dantis,0.417593317,Not available
337,Alain-FranASSois,0.300918429,Not available
338,Lole y Manuel,0.414985282,Not available
339,Pepe Romero,0.361928798,Not available
340,Ramy Ayach,0.322070547,Not available
341,Bonita,0.427015343,jakarta
342,Tony Joe White,0.403509673,"Goodwill, LA"
343,Richard Lloyd,0.293359843,Not available
344,Timbalada,0.373856345,Not available
345,Los Del Rio,0.351170212,Not available
346,Alex Gopher,0.393369406,Not available
347,Alexander O'Neal,0.46236784,"Minneapolis, MN"
348,Bobby Valentin,0.0,Not available
349,Jackie Edwards,0.359290849,Jamaica
350,Louie Ramirez,0.228821848,"New York, NY"
351,Alias,0.423021922,Georgia
352,Tony Mathews,0.193294247,Not available
353,The Last Days Of Jesus,0.354307353,Not available
354,A-FS,0.0,Great Britain / UK
355,James Horner,0.491828704,"Los Angeles, CA"
356,Swans Of Avon,0.307570735,Not available
357,Vivian,0.359260264,CANADA - Ontario
358,Tesla,0.51346329,Not available
359,ISRAEL & NEW BREED,0.417033117,Not available
360,Dimmu Borgir,0.599602643,"Oslo, Norway"
361,Bad Religion,0.618219159,"Los Angeles, Ca"
362,Richard Walters,0.385299588,London UK-England
363,Rikk Agnew,0.324597715,Not available
364,Northern State,0.414292679,"Long Island, NY"
365,Pacha Massive,0.420945486,"New York, NY"
366,B.A.D.,0.473636665,"London, England"
367,Kane,0.377961532,California - LA
368,Kelly Clarkson,0.684478823,Not available
369,Captain Hollywood Project,0.362162159,Not available
370,Wet Wet Wet,0.411195688,"Glasgow, Scotland"
371,The Bucketheads,0.344540601,"New York, NY"
372,Amil,0.354574371,"New York, NY"
373,Selena,0.545865917,Texas
374,Billy May & His Orchestra,0.39046558,Not available
375,Fat Joe,0.572027854,"Bronx, NY"
376,Frank Caliendo,0.404201576,California
377,Alice Stuart,0.328553015,Washington
378,Lester Bowie,0.0,"Frederick, MD"
379,Blind Blake,0.351345077,"Jacksonville, FL"
380,Nickelback,0.779968005,"Hanna, Alberta, Canada"
381,The Rance Allen Group,0.31401179,"Detroit, MI"
382,Schizoid,0.349192218,Not available
383,George Harrison,0.541602503,"Liverpool, England"
384,Roger Miller,0.417870578,"Fort Worth, TX"
385,Eddie Cantor,0.331090126,"New York, NY"
386,Jody Bernal,0.0,Not available
387,Cutting Edge,0.346419947,California - LA
388,UKW,0.325022933,Not available
389,Rainer Bielfeldt,0.0,Not available
390,Farlow-Kirch Band,0.0,California - SF
391,IYOV,0.235816028,Not available
392,Susana Seivane,0.297949266,Not available
393,Evergreen Terrace,0.529165902,"Jacksonville, FL"
394,Roger Williams,0.417982275,"Omaha, NE"
395,The King Sisters,0.287446753,Not available
396,Cece Winans,0.540832552,"Charlotte, NC"
397,Tech N9ne,0.496071347,"BAKERSFIELD, California"
398,Eclier,0.363466887,Not available
399,Paul Rodgers,0.364556676,"Middlesbrough, England"
400,Lily Allen,0.535408379,LDN
401,The Gathering,0.485682369,Not available
402,The Prodigy,0.601436483,"Braintree, Essex, England"
403,G.G. Allin,0.44215378,NY - New York City
404,James Ingram,0.461526217,"Akron, OH"
405,In Extremo,0.447330487,Not available
406,D' Militante,0.298271606,Not available
407,Hall & Oates,0.496381146,"Philadelphia, Pennsylvania"
408,Amorphis,0.553566172,Not available
409,Tinariwen,0.472451772,"Mali, Africa"
410,AmanajA(c),0.192324909,Not available
411,KALIMBA,0.435144672,"Mexico City, Mexico"
412,George Michael,0.5457307,"London, England"
413,Josh Turner,0.637302343,Not available
414,The Sun Harbor's Chorus-Documentary Recordings,0.24913723,Not available
415,George Lopez,0.516963731,"ORANGE, California"
416,Nerf Herder,0.442992869,"Santa Barbara, CA"
417,Rising Lion,0.30710777,Florida
418,Charlie Haden,0.37537482,"Shenandoah, IA"
419,Bukka White,0.424487599,"Houston, MS"
420,The Oak Ridge Boys,0.402835787,"Hendersonville, TN"
421,Various Indian Tribes,0.137659673,Not available
422,Janie Fricke,0.382668086,"South Whitney, IN"
423,Mitch Ryder,0.294053193,"Hamtramck, MI"
424,C.L. Smooth,0.348755668,"MOUNT PLEASANT, South Carolina"
425,The Misfits,0.550991009,New Jersey
426,Lauren Wagner & Fred Weldy,0.0,Not available
427,Brazilian Tropical Orchestra,0.339408486,Not available
428,Mannheim Steamroller,0.646207352,"Omaha, NE"
429,Bongzilla,0.446071584,"Madison, Wisconsin"
430,Mobb Deep,0.500119335,"Queensbridge, NY"
431,Ice Cube Featuring Flavor Flav,0.557755675,"Los Angeles, CA"
432,Rui Da Silva,0.388800313,London
433,Reginaldo Bessa,0.139889224,Not available
434,Cabas,0.397414663,Not available
435,The Black Crowes,0.536400011,"Atlanta, GA"
436,Tanya Chua,0.365420275,Not available
437,John Williams,0.517298018,"NEW YORK, New York"
438,Big Jay Oakerson,0.265753663,Middle Village NY
439,Luciana Souza,0.360932335,Not available
440,Dino,0.409818412,"Encino, CA"
441,The Paul Butterfield Blues Band,0.395478861,Not available
442,Lou Ann Barton,0.379396806,"Austin, TX"
443,Clannad,0.45576904,Ireland
444,Helen O'Connell,0.300743186,"Lima, OH"
445,Danny Wright,0.365302191,Texas
446,Chico Hamilton Quintet,0.278865041,Not available
447,Ana Nikolic,0.430474138,Serbia
448,Grup Knar,0.252305197,Not available
449,AnanA(c),0.0,Not available
450,Busta Rhymes,0.539644312,"East Flatbush, Brooklyn, NY"
451,Jonathan Edwards / Will Ferrell,0.399741668,"Aitkin, MN"
452,R.E.M.,0.623835201,"Athens, GA"
453,Weedeater,0.421120112,Wilmington NC
454,The Revolutionary Ensemble,0.301672873,Not available
455,Anita Kerr,0.188030095,"Memphis, TN"
456,Slackbaba,0.363132404,Not available
457,Mark Wills,0.483035298,"Cleveland, TN"
458,Pictures of Then,0.273643479,Minnesota
459,Guitar Slim,0.319119602,"Greenwood, MS"
460,Professor Longhair,0.402054897,"Bogalusa, LA"
461,Bruce Rowland,0.30045446,AUSTRALIA
462,Andres Calamaro,0.527368163,Not available
463,Andy & Lucas,0.400387757,CA!diz
464,Andy Russell,0.281995109,Not available
465,Brian Keane,0.3008559,Texas
466,Irini Merkouri,0.0,Not available
467,Dave Eggar,0.267757495,California - LA
468,Erik Berglund,0.336191156,Texas
469,Memphis La Blusera,0.316724551,Not available
470,Aaron Watson,0.472495477,Not available
471,Nightwish,0.580345271,"Kitee, Finland"
472,Aeoliah,0.379408535,Canada
473,Mawatari Matsuko,0.118939462,Not available
474,Carlos Jimenez,0.325736259,NY - New York City
475,Ann Nesby,0.422575523,"Joliet, IL &amp; Atlanta, GA"
476,Anna Abreu,0.415748476,Not available
477,Anna Meliti,0.0,Not available
478,Dobet GnahorA(c),0.395352793,BELGIUM
479,Ace Frehley,0.443847739,"New York, NY [The Bronx]"
480,The Chieftains;Colin James,0.378969801,Ireland
481,Klubbingman feat. Beatrix Delgado,0.359706047,Not available
482,SKYCLAD,0.429545085,Not available
483,Camp Lo,0.445216987,"New York, NY [Bronx]"
484,Hanoi Rocks,0.441643405,Not available
485,The Irish Rovers,0.398883011,"Alberta, Canada"
486,Ray Conniff,0.376514231,"Attleboro, MA"
487,Agnostic Front,0.504307726,"New York, NY"
488,Radney Foster,0.383464296,"Del Rio, TX"
489,Everyday Sunday,0.428980521,"Columbus, OH"
490,Emperor,0.453391186,Norway
491,Vaggelis Perpiniadis,0.0,Not available
492,Generation X,0.39903377,Not available
493,Janis Joplin,0.559925869,"Port Arthur, TX"
494,Tommy James And The Shondells,0.390660523,"Dayton, OH"
495,Stephen Pearcy,0.343772476,California - LA
496,Light Of The World,0.365841574,"London, England"
497,Foals,0.514522578,oxford
498,Emilio Tuero,0.269410043,Not available
499,Egberto Gismonti,0.397620535,Not available
500,Antonis Remos,0.0,Not available
501,Adam Ant,0.454231157,"London, England"
502,John Mayer,0.788137758,"Calcutta, India"
503,John Tchicai,0.281396284,"Copenhagen, Denmark"
504,Freddie McGregor,0.365951048,Not available
505,Evanescence,0.752794435,"New York, NY"
506,JosA(c) Augusto,0.322468155,Not available
507,JosA(c) Augusto;Catia Guimma,0.322468155,Not available
508,The Cure,0.578993549,"Crawley, England"
509,Pitch Black,0.42951364,"Oakland, CA"
510,Nicholas,0.397732265,Not available
511,Milk Inc.,0.443098947,Not available
512,The Presets,0.524449471,"Sydney, Australia"
513,Roberto Roena,0.351489633,Not available
514,Bobaflex,0.415408952,"Huntington, WV"
515,Sundial Aeon,0.346473409,Not available
516,Lizzy Borden,0.419967936,"Los Angeles, CA"
517,Blue October,0.490768669,"Houston, Texas"
518,Gal Costa,0.437464554,Not available
519,Toots Thielemans,0.43676907,"Brussels, Belgium"
520,M.I.K.E.,0.406591477,"Antwerp,Belgium, New York"
521,OutKast,0.574497026,"Atlanta, GA"
522,Mustafa Sandal,0.409248013,Not available
523,Arc Angels,0.349366361,"Austin, TX"
524,Ashbrg,0.333108386,Not available
525,Blue Rodeo,0.447935481,"Toronto, Ontario, Canada"
526,Freddie King,0.382593001,"Gilmer, TX"
527,Gold City,0.396521303,Not available
528,The Radio Dept,0.513339196,"Lund, Sweden"
529,Cowboy Mouth,0.40199254,Not available
530,Sophie Tucker,0.36091623,Russia
531,Salt The Wound,0.445222198,Not available
532,LeA3n Gieco,0.358435364,Not available
533,Gruppo Jazz Marca,0.0,Great Britain / UK
534,Arika Kane,0.367408575,Connecticut
535,Channel Live,0.38769282,Not available
536,Kim English,0.372314996,Not available
537,Cass Fox,0.357482871,"London, England"
538,David Gilmour Featuring Richard Wright,0.541656322,"Cambridgeshire, England"
539,Deftones,0.601729756,"Sacramento, CA"
540,Jack Miles,0.244367258,Not available
541,Mongo Santamaria Orchestra,0.360053307,"Havana, Cuba [Jesus Maria]"
542,Hatiras,0.381467815,Not available
543,Aram Shelton,0.0,Illinois
544,Bob Azzam,0.251936525,Not available
545,El Gran Combo De Puerto Rico,0.0,"HOUSTON, Texas"
546,Renee Rosnes,0.325018376,"Regina, Saskatchewan, Canada"
547,Art Blakey's Jazz Messengers,0.307570294,Not available
548,John Cale,0.481655862,"Garnant, Wales"
549,Arturo Sandoval,0.423527585,"Artemisa, Cuba"
550,Gym Class Heroes,0.563403566,"Geneva, NY"
551,Margaret Smith,0.299656226,Not available
552,NG3,0.321854069,Not available
553,Chris Farlowe,0.338575027,"Essex, England"
554,Dean Evenson,0.363050247,Not available
555,Izzy,0.34608409,Not available
556,Dave Alvin,0.415824886,"Downey, CA"
557,Barbarito Diez,0.266343082,Not available
558,Charlie Cruz,0.27380615,Not available
559,X (Australia),0.410743578,Not available
560,Assassin,0.440991538,California
561,Pedro Luis e a Parede,0.361702379,Not available
562,Aswad,0.389107387,"West London, England"
563,Kiss,0.586729913,"New York, NY"
564,The Stems,0.337199373,Australia
565,X,0.410743578,Not available
566,Kenny G,0.550212562,"Seattle, Washington USA"
567,Kenny G Featuring Brian McKnight,0.550212562,"Seattle, Washington USA"
568,Shakedown,0.40606255,California
569,Sonny Terry / Brownie McGhee,0.349431338,"Greensboro, NC"
570,Robert Palmer,0.464186402,"Batley, England"
571,John Hammond,0.452817838,Not available
572,Gerald Veasley,0.320427615,"Philadelphia, PA"
573,Xzibit,0.550212244,Los Angeles CA
574,King Tee,0.372391991,"Los Angeles, CA"
575,Gisselle,0.299935295,Puerto Rico
576,K-OS,0.430697046,Not available
577,Terry Riley,0.409762631,"Colfax, CA"
578,David Tao,0.415897129,Not available
579,Hevia,0.354369616,Not available
580,The Blind Boys Of Alabama,0.424271114,"Talladega, AL"
581,Atom,0.31843076,Washington
582,Big Joe Turner,0.364586575,"Kansas City, MO"
583,Blondie,0.55141512,"New York, NY"
584,SNAP!,0.463900095,Germany
585,White Heart,0.337507289,Not available
586,Suicide,0.394908897,"New York, NY"
587,Royal S,0.388669901,"Winterthur, Switzerland"
588,Najoua Belyzel,0.0,Nancy
589,The Frantic,0.325987391,London
590,Audio Adrenaline,0.516234384,Not available
591,Sound Field,0.293534925,Not available
592,Elliot Smith,0.0,Not available
593,Auf Der Maur,0.287481174,Not available
594,Aurlus MabA(c)lA(c),0.271051346,Not available
