99,Get Me To The Church On Time,0,77,56,1996,255.39873
100,T.V. Eye (Take 3),0,78,57,1999,328.9073
101,Studio Dialogue (#19),0,78,57,0,43.91138
102,Lost In The Future (False Start -#1),0.450762242,78,57,0,27.0624
103,Studio Dialogue (#26),0,78,57,0,16.92689
104,Down On The Street (False Start Take 2),0,78,57,0,211.35628
105,Call The Police,0,79,28,0,192.70485
106,Otra Parte De Mi (1997 Digital Remaster),0,80,32,0,232.07138
107,Chicken Strips (THE DEMOS version),0,81,58,0,87.11791
108,Loud Up!!,0,82,18,2004,161.01832
109,More Than Vocals (MTV),0.0,83,1,0,246.67383
110,NE Thang,0.0,83,1,0,220.83873
111,Child Support,0.0,84,59,0,221.09995
112,Sete Desejos,0.479116089,85,60,1992,205.87057
113,Nossa DanASSa,0.265861049,86,60,0,174.54975
114,Palavras,0.405115722,86,60,0,233.24689
115,2 People,0,87,61,0,217.62567
116,Nena NeurA3tica,0,88,9,0,199.54893
117,Campeones De La Vida,0.427446572,88,9,0,153.36444
118,Todo A PulmA3n,0.579728749,88,9,1998,267.31057
119,In My Arms (Live Auditorio Nacional 08),0,89,32,0,223.97342
120,Fernando,0,90,7,0,220.94322
121,I Know That Car,0,91,62,0,201.63873
122,Like A Hurricane,0.0,91,62,0,215.40526
123,Angel Fire,0.0,91,62,0,223.26812
124,In A Letter To You (Digitally Remastered 98),0.241767916,91,62,0,202.52689
125,Minha Namorada,0,92,60,1965,243.53914
126,Thank You For Calling,0,93,63,0,133.56363
127,Love's Been Good To Me,0,93,64,0,131.05587
128,He Don't Care (He's Stoned),0.0,94,26,0,159.9473
129,Don Toribio,0,95,65,0,171.88526
130,L'Amour en Heritage,0.0,96,66,0,241.65832
131,Besame Mucho,0.0,97,66,0,245.44608
132,It Makes No Difference Now,0.0,98,24,1992,133.32853
133,Danny,0,98,24,0,124.9171
134,La Bambola,0,99,67,0,149.36771
135,Te Fuiste En Abril,0.37188085,100,67,0,134.3473
136,Hiekkaa (polvere),0,101,68,0,224.46975
137,Hur hur murmioon,0,102,69,0,179.3824
138,Siks oon mA$? suruinen,0,103,68,0,195.65669
139,Vankina vapauden,0,104,70,0,189.36118
140,Ilta Oulunjoella,0,105,68,0,209.34485
141,Liian vA$?hA$?n aikaa,0,106,71,0,228.362
142,Laula kanssain,0.266955186,107,71,1977,243.722
143,Tule illoin,0,107,71,0,181.36771
144,Sudenkorento -Life On Mars-,0,108,72,0,223.13751
145,Juoksuhauta-twist (ElA$?mA$? juoksuhaudoissa),0,109,73,0,122.72281
146,LeskiA$?idin tyttA$?ret,0,110,73,0,121.96526
147,TerA$?slintu,0,111,74,0,134.08608
148,Rumpu lyAP,0,111,74,0,148.71465
149,Miesten tA$?hden,0,112,75,1994,162.14159
150,Rakkautta KAPAPpenhaminassa - FAPrA$?lskad i KAPpenhamn -,0,113,68,0,165.53751
151,KesA$?ilta Saimaalla,0,114,68,0,159.63383
152,El divertido,0,115,76,0,168.30649
153,First Kiss,0.270775999,116,77,0,205.11302
154,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),0.540009277,117,78,2006,311.06567
155,These Foolish Things,0,118,79,0,276.4273
156,Bewitched_ Bothered & Bewildered,0,119,38,0,213.13261
157,Fat Albert's Car,0.375984302,120,51,1973,498.33751
158,Hey Joe,0,121,17,1974,329.66485
159,C.C. Ryder,0,121,17,0,365.71383
160,If I Run,0.577469083,122,14,1993,258.92526
161,Secret Smile,0.775235363,122,14,1998,280.00608
162,Stranded In The Jungle,0.270775999,123,80,1974,245.68118
163,Cryin',0,124,17,1993,308.76689
164,Only When I'm Drunk,0.63543847,125,1,1993,217.36444
165,22 (Vingt Deux) (Feat. Ours),0,127,81,2009,189.20444
166,Rancho Moreno,0.0,128,20,0,165.11955
167,Hold On,0.681755339,129,17,2004,317.46567
168,El Bipper,0,130,82,0,201.03791
169,My Girlfriend's Friend,0.370025075,131,14,0,195.39546
170,Lana Lee,0.0,131,14,0,175.96036
171,Jack and Benton,0.427446572,132,54,2008,212.84526
172,Maria Betania,0,133,60,0,391.00036
173,Old Shep,0,134,83,1936,192.80934
174,Katie,0.599710296,135,26,1987,283.61098
175,Sweet Love,0.334706549,135,26,0,310.20363
176,It Came Upon A Midnight Clear,0,136,38,0,142.70649
177,Get It Started,0,137,84,0,461.24363
178,Scelxenak,0,138,57,2002,70.03383
179,Couldn't Stand The Weather,0,139,85,1985,281.05098
180,Morning at the hotel,0.437036204,140,86,1994,146.46812
181,The Court,0.437036204,140,86,1994,63.63383
182,Who Are You,0.574693297,141,14,2008,188.65587
183,Is It Love,0,142,87,2001,224.07791
184,Better To Have Lost In Love (Than Never To Have Loved),0,143,37,0,305.10975
185,3 + 3,0,143,88,1977,575.58159
186,Heaven And Hell (Part II),0.655953232,143,88,0,1280.88771
187,3 Spirit,0,144,89,0,517.642
188,Real Playaz,0.0,145,90,0,210.25914
189,Gir Dig Mer,0.304169503,146,91,0,207.67302
190,Wasted Days And Wasted Nights,0,147,26,0,163.36934
191,30 Days In The Hole (Live),0,148,17,0,469.44608
192,SoA+-ando En Ti,0.30977464,149,19,0,228.49261
193,Ese Que Traes A Tu Lado,0,150,92,0,213.7073
194,Todo Tiene Su Fin,0,151,71,0,197.642
195,It's Four In The Morning,0,152,63,1986,159.79057
196,The Mission,0.793613668,153,73,2002,245.02812
197,Year Zero,0.81689746,153,73,2002,472.39791
198,Ja (Hanno's Poppersmonstermix),0.265861049,154,69,2007,357.85098
199,36 Grad (Paul van Dyk's Vandit Clubmix),0,154,69,0,449.38404
200,Qui Donc A ChangA(c) ?,0,155,7,0,110.34077
201,Madeleine,0,155,7,0,129.77587
202,Chile con carne,0.407901717,156,5,1986,194.82077
203,It Goes On,0.0,157,93,0,302.36689
204,Mei Tian Ai Ni Duo Yi Xie,0,158,10,0,255.00689
205,Qing Yi Shi,0,158,10,0,203.38893
206,4 In The Morning,0,159,73,2006,294.19057
207,4 Minutes [Featuring Justin Timberlake and Timbaland] [Bob Sinclar Space Funk Remix],0,160,2,0,339.35628
208,El Arte De Amar,0.266955186,161,9,1989,304.32608
209,Caray!,0.299877488,161,9,0,183.87546
210,Du Verstehst Mich Nicht,0,162,69,2005,267.36281
211,Who Cares,0.495421502,163,94,1969,191.73832
212,Strangers In The Night,0,164,53,0,207.67302
213,Maria ( From The Sound Of Music),0,165,95,0,160.70485
214,If Ever I Would Leave You,0,165,95,0,163.65669
215,Le Bal Du P'tit Jardin,0.364612477,166,96,2005,128.93995
216,Fly Talkin',0.572602328,167,1,0,98.16771
217,Gangsta Roll,0.212045406,168,28,2009,229.66812
218,Forever You Reign (Album),0.0,169,38,0,268.43383
219,Over the Rainbow,0,170,97,0,168.75057
220,Revolution Action,0.215080319,171,98,1999,249.46893
221,Doctor Of Hearts (Album Version),0.0,172,27,0,166.922
222,Corre_ Corre (Keep On Running),0,174,44,0,229.14567
223,Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,0.0,175,99,0,178.65098
224,Las Hermanas Granaditas,0,176,82,0,131.02975
225,Everytime It Rains,0.287643396,177,100,2005,182.282
226,Una na na,0.392008772,178,71,2001,239.67302
227,7 Miles,0,179,101,0,349.12608
228,Simple Lullaby (Do Maj),0,180,102,0,317.77914
229,Only Lonely,0.717206441,181,73,1985,302.28853
230,Stumblin' Man (Album),0.743943725,182,103,1991,215.43138
231,Scandalon,0.445454526,183,38,1985,234.78812
232,Street Lights,0.814517241,184,1,2008,189.962
233,Dance Hall Days,0.785025092,185,9,1983,234.762
234,Novakane Groove,0,186,104,0,248.37179
235,Novakane,0,186,104,0,247.30077
236,The Heretic Anthem (Live version) (Album Version),0,187,105,0,397.24363
237,Everything Ends (Live version) (Album Version),0,187,105,0,303.59465
238,Skin Ticket (Live version) (Album Version),0,187,105,0,363.7024
239,Ahead By A Century,0.766174644,188,106,1996,225.43628
240,Dancing With the Goddess (ttt rmx),0,189,8,2007,264.25424
241,Luminous Bliss,0.313562114,189,8,2005,290.48118
242,All Is One,0,189,8,1998,433.94567
243,Lingan,0.0,189,8,1997,341.36771
244,Biding Her Time,0.480610618,190,50,1990,241.10975
245,Almost Genuine,0.525497119,191,1,0,289.54077
246,AgradeASSa Ao PelA',0,192,5,0,232.07138
247,Bateu No Paladar,0,192,5,0,249.23383
248,Me Dicen El Feliz,0,193,76,0,222.14485
249,Rock'n'Roll Heaven,0.237770878,194,14,0,168.4371
250,Hunter,0.792042603,195,73,2005,234.73587
251,End Of The Beginning,0.788862009,196,73,2002,277.28934
252,Signs Of Insanity,0.266955186,197,107,0,277.81179
253,Glory Be,0.482137585,198,52,2004,277.78567
254,Bean Fields (Live) (2001 Digital Remaster),0.270775999,199,108,2001,270.78485
255,Stop! [Demo],0.372530039,201,110,0,240.01261
256,Ocean Size [Demo],0.38293509,201,110,0,273.00526
257,The Child Deirdre,0.5424866,202,77,0,244.55791
258,Pleasure Zone Mix,0.0,203,89,0,413.04771
259,It Wont Be Christmas,0.0,204,39,0,241.47546
260,Cornerstone,0.0,205,111,0,314.30485
261,Joy To The World,0,206,112,0,111.0722
262,This Christmas (LP Version),0.997758396,207,113,0,231.18322
263,And This Too Shall Pass,0.408609384,208,56,0,511.21587
264,For You Mom & Dad,0.377819206,208,56,0,374.17751
265,Hi Ho Silver,0,209,114,0,154.53995
266,Don't Owe Me Nothin',0,210,1,0,142.86322
267,Shameful (LP Version),0,211,55,0,209.42322
268,Ex's And Oh's (Instrumental Version),0.0,212,55,0,214.07302
269,Don't Knock Love,0.513189736,213,115,0,147.66975
270,Daydreaming the Color of Blood,0.447784051,214,116,2001,180.32281
271,Party Time,0.647368817,215,117,1989,163.26485
272,I Love You More Than You'll Ever Know (LP Version),0,216,113,1990,322.87302
273,Common sense,0.0,217,31,2005,225.04444
274,I Constantly Thank God For Esteban (Album Version),0.727889463,218,12,2005,210.25914
275,Time You'll Never Get Back,0.403798072,219,118,2003,354.06322
276,Been Fighting Devilz,0,220,43,2009,240.45669
277,Platoon Goons,0,220,43,2009,257.25342
278,Planetary Takeover,0,220,43,2009,239.64689
279,Michael Nobody aka Poetic Death,0,220,43,2009,197.85098
280,New War,0,221,16,0,250.48771
281,A Good Life,0.319565987,222,119,0,231.57506
282,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),0.0,223,38,0,113.42322
283,Walk With You,0,224,43,2009,183.562
284,Fade Away,0.0,224,43,2009,221.17832
285,Forever Consumed Oblivion,0.514753324,225,120,2006,225.64526
286,Music By Numbers (2001 Digital Remaster),0.0,226,108,0,281.28608
287,Southern Jukebox Music (Live) (2001 Digital Remaster),0.0,226,108,0,293.72036
288,The Christmas Song (Chestnuts Roasting On An Open Fire),0.602434856,227,22,0,228.70159
289,Yesterdays,0,228,121,0,160.28689
290,The Song Is You,0,228,121,0,143.67302
291,The Burning Season (Live),0.215080319,229,122,1998,508.3424
292,Autumn's Ablaze (Live),0,229,122,1998,484.10077
293,Autumn,0,230,123,1996,46.00118
294,Talking To Trees,0,230,123,2003,103.00036
295,Aqui Estoy,0.0,231,21,0,208.45669
296,An Plas'ay,0,232,124,0,319.97342
297,A La Naturaleza,0,233,125,0,377.70404
298,Tempestad,0,233,125,0,415.99955
299,A Void Of Lifeless Dreams,0.533910373,234,120,0,293.04118
300,Hound Dog,0,235,85,1953,169.84771
301,Guaguanco Raro,0,236,76,1970,418.53342
302,Bomba Camara,0.559472776,236,76,0,370.75546
303,All I Ever,0,237,126,2002,269.81832
304,Natural High (Interlude),0.606807293,237,126,2002,56.13669
305,Seed Will Grow,0.585979766,237,126,2002,202.21342
306,A Little Louder,0,238,127,2003,356.41424
307,Angel,0.415049772,240,17,1987,335.33342
308,Livin' On The Edge,0.431394611,240,17,1993,324.07465
309,Same Old Song And Dance,0,240,17,1974,357.53751
310,Like a Bird Pulling Up At a Worm,0.266955186,241,50,0,194.71628
311,Try,0,242,128,0,172.90404
312,Proletariat,0.0,242,128,0,157.12608
313,Viralo Al Reves,0.33888672,243,76,0,334.52363
314,La Palabra Fin,0,243,76,0,136.09751
315,Guarare,0.528262647,243,5,1992,335.22893
316,Mango Del Monte,0,244,129,2001,176.5873
317,El TirabuzA3n,0.0,244,129,0,138.44853
318,I Never Picked Cotton,0,245,114,0,138.762
319,Burning In The Aftermath,0.528782481,246,128,2003,95.68608
320,Your Silence,0.556739869,246,128,2003,170.84036
321,Cheddar Chasin',0.0,247,29,0,304.37832
322,Monster For Music,0,248,126,0,170.52689
323,Cocotaso featuring Tony Touch,0,248,126,0,135.13098
324,Spelling Beatnuts with Lil' Donny,0,248,126,0,78.65424
325,Village Dance,0.0,249,130,0,227.082
326,Sunset In Akkarai,0,250,23,0,194.76853
327,Jam Intro,0,251,17,0,201.06404
328,Fingerprints,0.673074435,252,131,2007,163.00363
329,This Is NOT a Crass Song,0.549342332,253,16,1999,359.6273
330,Tearing Everyone Down,0.599715015,253,16,1998,175.25506
331,Atom x,0.474315891,254,93,0,468.06159
332,Keys To The Whip (Straight Pimpin' Mix),0,255,59,0,226.61179
333,Your Amazing Grace (feat. Raul MidA3n),0,256,113,0,409.05098
334,Bitch Is Back,0,257,132,1988,201.09016
335,Guardians Of The Forest,0.610174541,258,133,2007,208.56118
336,Lovely Day,0.721487046,259,14,1999,246.80444
337,Cold Icy Floor,0,260,134,0,186.67057
338,I've Been Cryin' Since You've Been Gone,0,260,134,0,216.81587
339,A Pretty Gal's Love,0,260,134,0,189.59628
340,Someone Believes In You - Album Version,0.253154155,261,38,0,287.05914
341,Cover To Cover,0.265861049,262,38,0,233.45587
342,A Somber Wind from a Distant Shore (Album),0,263,120,0,722.20689
343,Hummingbird,0,264,17,1970,226.21995
344,A Song For You (Feat. DMX and Chris Notez),0.450992312,265,29,0,238.21016
345,The Painter,0,266,113,2006,199.13098
346,34 Blues,0,267,52,1934,173.322
347,Peter Pan (j'veux pas Aatre jeune) [feat. Les Pistons Flingueurs],0,268,135,0,178.15465
348,Act One: Rise and Fall - From the Ashes (I. Chapter One / II. Chapter Two),0,269,136,0,514.0371
349,Te MentirAa,0.511424326,270,9,0,229.32853
350,Noche Eterna,0.612861095,271,48,0,197.72036
351,Andale,0.265861049,272,82,0,152.89424
352,Perro Faldero,0,272,82,0,163.23873
353,Jesus Can Work It Out,0,273,137,0,187.32363
354,I Love You More Than You'll Ever Know,0.0,274,41,0,406.93506
355,Drive In Saturday - (Tribute to David Bowie),0,275,138,0,254.32771
356,Cowboy Ways,0,276,139,0,188.73424
357,The Beautiful Shepherdess of Arcadia,0,277,140,1996,614.00771
358,Limosna De Amores,0,278,125,1999,237.322
359,I Put A Spell On You,0.375984302,279,60,0,313.93914
360,Loving By Heart,0,280,137,0,183.19628
361,Who In the World (Album Version),0.0,281,38,0,210.59873
362,Go Tell It On The Mountain,0,282,26,0,171.4673
363,Rio Grande Waltz,0,283,63,0,149.2371
364,We Have All The Time In The World (Live),0.215080319,284,17,0,235.36281
365,Love Unlimited (Remix) (Explicit),0,284,17,0,228.72771
366,No Me Llores MA!s,0.0,285,20,1994,318.56281
367,A una mamita,0,286,65,0,418.2722
368,Donde,0.457447167,287,5,0,290.08934
369,Me Duele,0.358976526,288,41,2004,199.36608
370,Kids Of Tragedy,0.375984302,289,80,2004,207.882
371,Rock the Spot,0.667410874,290,1,1999,260.33587
372,Ihr hated nur (P-Dog Remix),0,291,9,0,263.33995
373,Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle,0.304169503,292,91,0,310.25587
374,DendemA$?nner braucht das Land,0,293,23,2006,205.13914
375,Shrine (Reissue) (Album Version),0.0,294,132,0,263.57506
376,The Rock,0,295,31,2003,283.68934
377,Children Of Love,0,295,31,2003,204.77342
378,Piranha,0.27224568,296,110,2008,200.35873
379,The Last Man On Earth,0.462379946,297,141,2007,202.00444
380,Genuine,0.0,298,142,1998,1400.37179
381,Let It Flow (Feat. Gauran-T and Freaky Frederali),0.224832033,298,142,1998,177.00526
382,God Unchanging,0.265861049,299,143,2008,231.60118
383,Te Necesito,0,300,43,0,160.83546
384,I'll Pray For You,0.0,301,144,0,255.26812
385,Stockholm Syndrome,0.776350976,302,145,0,296.95955
386,The Small Print,0.750583067,302,145,0,209.00526
387,Sunday Cream,0,303,69,0,295.02649
388,Immortal_ Invisible,0.265861049,304,38,1993,174.52363
389,This is My Father's World/For the Beauty of the Earth,0.265861049,304,38,1993,234.762
390,O For a Thousand Tongues,0.0,305,38,0,202.55302
391,Quinze mai,0,306,96,0,193.38404
392,She Is,0,307,146,2005,227.60444
393,The Saga Of Rita Joe,0.0,308,5,2008,459.31057
394,CHAOS INTRO,0.0,309,69,0,176.90077
395,I Don't Want Your Love,0.355139302,310,147,2004,103.52281
396,Tiempos Dificiles,0.201387442,311,148,1982,232.61995
397,Demain au menu,0,312,149,0,168.01914
398,Tu Me Desesperas,0.215080319,313,76,1977,299.93751
399,From The Pain,0.39407153,314,93,2005,344.94649
400,I Wish My Mother Was Here,0.437351761,315,150,1989,418.87302
401,No Quieras Marcharte,0,316,125,1984,191.68608
402,Bubulina,0.266955186,317,40,1975,319.00689
403,Cuando Ya Me Empiece A Quedar Solo,0,317,40,1973,335.33342
404,Cancion Para Mi Muerte,0,318,40,0,234.52689
405,Zapando Con La Gente,0.212045406,318,40,1975,269.84444
406,Gloria,0.0,319,38,0,262.73914
407,It Feels So Good (Album Version),0.460541281,320,29,1997,368.03873
408,Getaway,0.494489518,321,1,2008,187.24526
409,What It Takes,0,322,17,1988,314.27873
410,You Can Still Be Free,0,323,97,1999,118.33424
411,Afraid Of Change (Tribal Vocal Mix),0,324,151,2003,401.24036
412,Siri,0.0,325,152,0,301.66159
413,Glo-Billy-Vee-Vee,0,326,153,0,193.4624
414,Marashi Ya Pemba,0,327,152,0,414.1971
415,From the Gardner Meditations: African Tarantella,0.278459179,328,56,2006,538.27873
416,C'est pas ma faute,0,329,124,0,286.77179
417,Los Conguitos,0.0,330,5,1959,130.01098
418,Lady Marmalade,0,331,5,1975,194.76853
419,Midnight Train,0.0,332,17,1990,226.32444
420,Nothing's The Same (2002 Digital Remaster),0,333,17,1992,306.72934
421,Time After Time,0.532453875,334,100,0,312.65914
422,Fallin in Love Again,0.0,334,100,0,212.84526
423,Think,0.664228033,335,41,1966,189.67465
424,White Sand,0,336,54,0,78.47138
425,Again (Instrumental),0.234995406,337,2,1993,232.202
426,Vaisakhi Wala Mela,0,338,154,0,241.42322
427,Dinosaur Bones,0.489174002,339,55,2006,264.01914
428,Game Night (Album Version),0.270775999,340,51,0,170.52689
429,As Mist Lay Silent Beneath,0.480238748,341,120,1999,340.4273
430,Agrymonyzer (Matsingena Mix),0,342,89,0,384.57424
431,GA(c)raldine,0,343,149,0,113.57995
432,Day Old Blues,0.724788814,344,155,2004,212.97587
433,La Excepcion,0.6049634,345,156,2006,251.66322
434,MA(c)dium,0.56101941,345,156,2006,333.19138
435,Rollercoasting,0,346,93,1994,174.602
436,Ahmea,0,347,89,2000,513.56689
437,Isolate,0.405115722,348,18,2007,276.4273
438,Comin' Home,0.265861049,348,18,2007,346.51383
439,Marie's Wedding,0.0,349,157,0,164.07465
440,It's Alright,0.488289876,350,158,1975,229.27628
441,Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),0,351,40,0,474.61832
442,It Never Happened To Me,0,352,100,0,138.60526
443,Mood Ring,0.265861049,353,17,2006,236.53832
444,Kui rebeneb taevas,0,354,42,2010,269.81832
445,Music In Dreamland,0,355,145,1975,285.1522
446,Love Round The Corner,0.262308997,356,93,0,161.64526
447,Dancing The Night Away,0,356,93,1977,393.61261
448,Party For Pink,0,357,10,0,190.56281
449,Ai De Ka Luo Li,0,357,10,0,194.21995
450,Akh Larh Gayee,0,358,159,0,370.85995
451,Love Is Taking Hold,0.0,359,38,0,299.33669
452,Apisti,0,360,9,0,168.51546
453,En silence,0,361,149,0,213.99465
454,Minuit sur terre,0,361,149,0,294.42567
455,Tango de la Flor (Album Version),0,362,125,0,145.55383
456,Mallorca_ Op.202 - transcr. Marc Switzer,0,363,125,0,397.06077
457,Heyya Heyya,0,364,30,0,239.80363
458,Dead End Sign,0,365,21,0,217.88689
459,It Could Never Be You,0,365,21,0,288.57424
460,Menutha,0.334706549,366,26,1999,252.1073
461,Yo Yo Man (Garter Belt),0.0,366,26,0,332.32934
462,Number Nine (LP Version),0.293680022,367,45,1979,172.77342
463,Maracaia,0.401095297,368,160,2006,242.1024
464,Canela Pa'  Tu Boca,0,369,2,0,216.78975
465,Song For Paul,0.38293509,370,161,2007,164.0224
466,When A Man Loves A Woman,0.473346541,371,2,2008,183.11791
467,Secret Lovers (Featuring Mica Paris),0.48456253,371,2,2008,268.2771
468,Unbreak My Heart,0.460484845,371,2,2008,267.25832
469,Saturday Love,0.741621754,371,2,2008,301.45261
470,Preparation,0.646151234,372,88,2004,101.8771
471,Yo Soy Abacua,0,373,84,1970,177.50159
472,Ali Ba Ba,0,374,94,0,178.46812
473,It's Not What You Say,0,375,76,1968,174.10567
474,What To Do,0.327736683,376,59,0,257.95873
475,After All The Love Is Gone,0.38293509,376,59,0,256.67873
476,Standing In The Darkness,0.345802234,376,59,0,274.15465
477,(Coming With) Loving on My Mind,0.231488495,377,149,0,281.80853
478,Life In Line,0.401486711,378,117,2004,209.55383
479,Death Song,0.526759453,378,117,2004,292.57098
480,Get it Right,0,379,162,0,205.94893
481,Atmosphere Station,0.545230294,380,73,1986,191.81669
482,Shining,0,381,163,0,228.41424
483,Easily,0,381,164,0,212.37506
484,So What!,0,382,18,2008,228.98893
485,Not Forgotten,0,383,38,0,199.57506
486,Puritania,0,384,120,2001,186.56608
487,Aljarafe,0,385,125,1992,141.66159
488,Flat Earth Society (Album Version),0.671871231,386,162,1995,141.19138
489,All at sea,0,387,165,0,193.93261
490,Everyday,0.464477293,388,166,1982,269.40036
491,Last Night,0.43483809,389,1,2004,208.09098
492,Empire Falls,0,390,122,2007,458.9971
493,Journey's End,0,390,122,1998,425.19465
494,Keep On Doing What I'm Doing,0,391,137,0,193.25342
495,Drive,0.558033229,392,167,2007,300.93016
496,Chu Hsin,0,393,37,0,241.81506
497,All I Can Do,0,394,17,2005,220.76036
498,Cry,0.689313564,395,168,2009,214.5171
499,All I Want,0,396,2,1993,372.27057
